,reviewId,topic,sent_pol,sent_sub,rating,review_len,sentence_len
0,748c2355-d884-463b-8c9a-46d9e8cfa1ea,fee,0.36933333333333335,0.6711111111111111,1.0,496,495
1,40fe5012-ca9d-4aef-bfd5-d1a2b4de3be8,N,0.08172398589065255,0.3505511463844797,5.0,408,254
2,40fe5012-ca9d-4aef-bfd5-d1a2b4de3be8,trust,0.5,0.35,5.0,408,150
3,7444c5dc-8395-4890-9c47-5f690fb6f69b,N,0.0,0.05,1.0,441,90
4,7444c5dc-8395-4890-9c47-5f690fb6f69b,trust,0.0,0.1,1.0,441,215
5,7444c5dc-8395-4890-9c47-5f690fb6f69b,service,-0.4033333333333333,0.8222222222222223,1.0,441,133
6,38b8059c-47bd-4998-9d56-fecf18663cc6,N,0.2916666666666667,0.32222222222222224,5.0,155,113
7,3ced6d9c-be58-4213-bdf3-ec12a750c288,N,0.11666666666666667,0.18888888888888888,1.0,452,366
8,3ced6d9c-be58-4213-bdf3-ec12a750c288,app,0.0,0.0,1.0,452,81
9,ebfb12ca-6ac4-4134-bdd6-335002e8f3d2,N,0.0,0.3,5.0,112,55
10,ebfb12ca-6ac4-4134-bdd6-335002e8f3d2,app,0.43333333333333335,0.75,5.0,112,55
11,29e8c8e8-6f05-4b3d-898e-2b2405ae1c7d,N,0.4,0.8,5.0,60,47
12,8185f294-3356-4fc9-8b65-b612932ee58e,N,-0.0010000000000000009,0.2528888888888889,5.0,496,361
13,8185f294-3356-4fc9-8b65-b612932ee58e,app,0.014247835497835502,0.41708603896103896,5.0,496,129
14,51af13dc-3cec-4680-bfff-000ffe24d4fb,trust,-1.0,1.0,1.0,94,93
15,6773c28b-b337-4ad7-814e-911792b44c2d,N,0.2,0.2,4.0,55,54
16,55effc21-60eb-4dd1-bc69-a368fdaf6e7a,app,0.06770833333333333,0.46875,5.0,98,97
17,da53ca7d-fe5f-410e-ae4a-17a3a1e14119,app,0.4041666666666667,0.7916666666666667,5.0,55,54
18,752f6041-0d45-4848-ba71-6772e0bc0af5,N,0.03333333333333333,0.06666666666666667,3.0,409,196
19,752f6041-0d45-4848-ba71-6772e0bc0af5,service,0.07500000000000001,0.5625,3.0,409,138
20,752f6041-0d45-4848-ba71-6772e0bc0af5,verification,0.0,1.0,3.0,409,68
21,6fc7f541-1702-491f-8b78-1e5460a30cf9,N,-0.21111111111111114,0.41111111111111115,3.0,193,190
22,1283b6d1-86e9-45d2-9c39-3e5be8bdd211,fee,-0.00208333333333334,0.68125,2.0,95,94
23,834b810b-0398-405f-aad0-48b760b63ae6,fee,-0.5,1.0,5.0,178,71
24,834b810b-0398-405f-aad0-48b760b63ae6,N,0.18888888888888888,0.27222222222222225,5.0,178,103
25,5408f0e7-6315-4a05-96f6-06263b5b6394,N,0.26666666666666666,0.7333333333333334,4.0,164,164
26,4f5d9e7e-cf2d-495d-85b2-c8719d25e102,N,0.2,0.2,5.0,75,75
27,1f6cf3f9-f2ba-4da3-a940-f81297bc688e,N,0.0,1.0,1.0,302,37
28,1f6cf3f9-f2ba-4da3-a940-f81297bc688e,service,0.3,0.7,1.0,302,77
29,1f6cf3f9-f2ba-4da3-a940-f81297bc688e,transaction,0.25,0.8125,1.0,302,184
30,d3b55985-037d-4528-8c70-eb2c1b3d6640,fee,-0.4,0.6,1.0,122,59
31,d3b55985-037d-4528-8c70-eb2c1b3d6640,N,0.125,0.25,1.0,122,60
32,aee3f773-a1e8-4bab-8df4-c85100c0825e,N,0.17,0.49833333333333335,2.0,149,148
33,7d049506-5bf7-4d07-9b7e-c887fb11c7ad,N,-0.044444444444444446,0.5079365079365079,3.0,264,261
34,89f53d50-60b1-4c8a-823a-7b79c087c20a,N,0.17500000000000002,0.6000000000000001,5.0,130,130
35,79787671-f4ab-45cc-89b7-e6bb597b52eb,N,-0.13428571428571429,0.43619047619047624,2.0,197,197
36,b26bee78-2fb6-450f-b491-af8bca55ef13,N,0.21250000000000002,0.35416666666666663,5.0,91,89
37,92002955-0a00-451b-aaa2-241f35da985e,N,-0.30000000000000004,0.39999999999999997,1.0,65,46
38,bf63fed6-f477-4b5f-be40-144abb21ba61,N,0.05,0.25,1.0,152,134
39,200d93c2-710c-4680-9f4f-e544b7db9ada,N,-0.06547619047619048,0.19642857142857142,3.0,258,185
40,200d93c2-710c-4680-9f4f-e544b7db9ada,app,0.43333333333333335,0.8333333333333334,3.0,258,69
41,c5bc12b6-bcc0-4e2f-96b6-7f8f6ceb9b3b,service,-0.7185185185185184,0.762962962962963,1.0,273,273
42,989680a6-8779-4d94-acf2-2d3632ab8822,N,0.013095238095238104,0.4071428571428572,4.0,186,98
43,989680a6-8779-4d94-acf2-2d3632ab8822,app,0.14375,0.2,4.0,186,64
44,38e3c945-9c80-4c50-89a4-020e9c2f0557,app,0.4375,0.55,5.0,92,91
45,054e269a-d74c-4490-b774-a2a97ece3356,N,-0.029166666666666664,0.31666666666666665,5.0,92,89
46,1afc2a28-d6c1-4ab7-9d29-9ffa1cd8901b,N,-0.109375,0.28125,3.0,108,62
47,1afc2a28-d6c1-4ab7-9d29-9ffa1cd8901b,app,-1.0,1.0,3.0,108,43
48,88c64ef0-95eb-4bae-b5ff-2884a54b9efb,N,-0.25,0.28125,1.0,110,108
49,226fee09-065b-4b02-ad5e-0b2a5b072777,N,-0.045,0.47,1.0,87,87
50,e4fe36b2-e9be-4b52-b185-acef81f97f1e,service,0.55,0.65,5.0,86,34
51,e4fe36b2-e9be-4b52-b185-acef81f97f1e,app,0.4666666666666667,0.6666666666666667,5.0,86,50
52,7e4f6eff-2372-477f-a0cf-a740f8a016fa,fee,0.0,0.0,2.0,416,86
53,7e4f6eff-2372-477f-a0cf-a740f8a016fa,N,-0.16499999999999998,0.425,2.0,416,321
54,c8a3b8b3-b8af-4360-8d56-76acfb57f6ea,app,0.24166666666666667,0.4458333333333333,5.0,233,231
55,43e8fd81-f74d-4148-beac-f70a3954b674,N,0.09166666666666667,0.40833333333333327,1.0,499,169
56,43e8fd81-f74d-4148-beac-f70a3954b674,transaction,0.10666666666666669,0.3833333333333333,1.0,499,325
57,5031206f-2cd5-4d44-8e82-09c06d041371,N,0.25,0.75,5.0,107,74
58,d3e37291-84d3-41d5-838b-1b3e8122484a,fee,0.1,0.3,1.0,480,60
59,d3e37291-84d3-41d5-838b-1b3e8122484a,N,0.05,0.275,1.0,480,69
60,d3e37291-84d3-41d5-838b-1b3e8122484a,service,0.07916666666666666,0.15555555555555556,1.0,480,244
61,d3e37291-84d3-41d5-838b-1b3e8122484a,transaction,-0.05,0.25,1.0,480,93
62,728bca85-5aac-4a8e-8030-d4cc514435ff,N,0.5,0.5,5.0,152,152
63,b34ce0bb-1870-4e0e-8a1a-853d5a16ce27,N,0.0,0.0,1.0,99,97
64,4a23a9fd-a001-4979-a86e-218595ea7b92,app,0.49444444444444446,0.8611111111111112,4.0,71,70
65,1efcc93e-d006-4a3f-b345-98999ee6f26d,transaction,0.16833333333333333,0.45500000000000007,3.0,209,208
66,335bc43c-6a10-4234-982b-54a1a0bf32d5,N,-0.8,0.9,3.0,471,77
67,335bc43c-6a10-4234-982b-54a1a0bf32d5,service,0.321875,0.4354166666666667,3.0,471,392
68,18e323f0-b51a-45b6-bd72-a594edb95cbb,fee,0.03624999999999999,0.51,1.0,499,449
69,18e323f0-b51a-45b6-bd72-a594edb95cbb,N,1.0,0.3,1.0,499,48
70,6c7e9ba9-606a-41d0-8fe1-98f7554d5fb1,fee,0.6,1.0,5.0,147,146
71,5c86d890-dea0-48aa-b3d9-f8e89a9531b3,N,-0.1,0.375,1.0,82,82
72,561d7040-6662-403b-b100-7cf27584c352,fee,0.0,0.0,1.0,181,56
73,561d7040-6662-403b-b100-7cf27584c352,N,0.0,0.0,1.0,181,38
74,561d7040-6662-403b-b100-7cf27584c352,service,0.2,0.2,1.0,181,84
75,b434fd74-0a2a-43ce-b983-64570f4fc5ef,N,0.16666666666666669,0.2833333333333333,4.0,107,88
76,8b4058c2-daae-4cf5-897f-fa409856b6f1,N,0.5,0.475,4.0,66,65
77,2fc30803-becd-453f-a795-ec6eeb71ddfe,fee,-0.22499999999999992,0.4583333333333333,2.0,441,240
78,2fc30803-becd-453f-a795-ec6eeb71ddfe,service,-0.05,0.075,2.0,441,196
79,94668459-54ad-462f-a2b4-485f367ced7a,N,0.0,0.0,3.0,196,128
80,94668459-54ad-462f-a2b4-485f367ced7a,trust,0.0,0.0,3.0,196,65
81,d2746318-165e-4c28-bdd8-902351ecc03f,fee,0.1288888888888889,0.3933333333333333,3.0,489,266
82,d2746318-165e-4c28-bdd8-902351ecc03f,N,-0.05,0.53,3.0,489,214
83,aab6bdbb-d769-4272-95f8-0e25a8e72095,fee,0.5,0.5,3.0,483,262
84,aab6bdbb-d769-4272-95f8-0e25a8e72095,N,0.19642857142857142,0.5678571428571428,3.0,483,220
85,3721e3ac-7fd2-4980-9bd4-a43b45b2e92f,trust,-0.15555555555555559,0.2888888888888889,5.0,295,295
86,ff2dfb71-2626-4b5c-af93-8b04f8c7f997,N,0.2,0.2,4.0,54,53
87,24ca8a25-37f3-4076-83b2-c22e8bc5fb6d,fee,0.4000000000000001,0.5166666666666667,2.0,180,180
88,50172c8b-570f-40fb-a73f-d30f4bce14b2,app,0.22777777777777777,0.36111111111111116,5.0,149,147
89,d60ade36-17f4-4489-8baa-8af01ce70a31,fee,0.5,0.8888888888888888,5.0,297,43
90,d60ade36-17f4-4489-8baa-8af01ce70a31,N,0.19642857142857142,0.2839285714285714,5.0,297,190
91,d60ade36-17f4-4489-8baa-8af01ce70a31,transaction,0.0,0.0,5.0,297,26
92,7e49780b-2421-4378-8fca-8eb04299058e,N,0.36999999999999994,0.3266666666666667,4.0,135,130
93,5b7cfa21-2824-451f-b5cc-330cde7fb804,N,0.4,0.875,3.0,95,95
94,b61c5972-642c-41ff-a8e0-31742a95d9a8,app,0.4666666666666667,0.6666666666666667,3.0,111,104
95,aab48035-d428-4825-b5c3-112776e241ed,N,0.6,0.55,4.0,74,74
96,6afb7c67-9d2a-4f12-9984-8e559c6411d7,app,0.1444444444444445,0.7000000000000001,2.0,72,71
97,63374a9a-4de0-4b21-9a9c-046c9e417484,app,0.16,0.5399999999999999,5.0,127,127
98,c607281f-7403-4724-a9c7-1e6133c8f9f0,app,0.44111111111111106,0.4777777777777778,5.0,61,61
99,efc55fcf-d4c7-471b-90b6-e204a5024808,app,0.26666666666666666,0.9166666666666667,5.0,51,51
100,f2613e3a-7844-4851-9881-6292259557c9,N,0.17101113172541743,0.41476499690785407,4.0,500,494
101,990f0949-7967-4d53-a806-c6ca23244ac9,app,0.10833333333333334,0.3,3.0,200,199
102,aaf94115-31df-4eeb-b81b-c79122ccef62,N,0.3,0.0,3.0,80,79
103,a6c1ef31-a32b-4627-a3c3-92234dada96e,service,0.5111111111111112,0.6444444444444445,5.0,259,96
104,a6c1ef31-a32b-4627-a3c3-92234dada96e,app,0.20500000000000002,0.43666666666666665,5.0,259,161
105,82bc0bf1-afc5-4a0a-bfab-8049f3bcc36b,N,0.27499999999999997,0.3,3.0,226,224
106,c6ee375a-55eb-4329-b7dc-818af55f8609,fee,0.2816666666666667,0.55,3.0,99,91
107,954b7b1f-6412-4112-9379-4fb79fb4f2b8,N,-0.004861111111111118,0.2777777777777778,5.0,498,390
108,954b7b1f-6412-4112-9379-4fb79fb4f2b8,service,0.0,0.0,5.0,498,45
109,954b7b1f-6412-4112-9379-4fb79fb4f2b8,app,0.43333333333333335,0.8333333333333334,5.0,498,57
110,8ec768db-693f-4802-965f-2c217af1fbec,N,0.4,0.4,5.0,113,112
111,8c048094-6325-447a-83a0-60cda3ff09f4,fee,0.39999999999999997,0.8,5.0,51,50
112,87a0a9b0-3417-4930-bed4-df40c49241a8,N,-0.11750000000000001,0.495,1.0,499,367
113,87a0a9b0-3417-4930-bed4-df40c49241a8,verification,0.0,0.0,1.0,499,124
114,92f02dac-3948-4511-a20f-04976e4e190a,fee,-0.09999999999999999,0.3,1.0,270,150
115,92f02dac-3948-4511-a20f-04976e4e190a,N,0.0,0.25,1.0,270,119
116,cbe8a0bd-d268-4e05-a151-b4c2bb068422,N,0.0,0.0,4.0,80,79
117,2b00c0c5-fb9f-48fe-9af2-75587a522c6f,N,-0.08576388888888889,0.19722222222222224,1.0,141,87
118,2b00c0c5-fb9f-48fe-9af2-75587a522c6f,trust,-0.5,0.2,1.0,141,51
119,15bde5a8-45a9-4573-9e86-840242cf6271,N,0.36363636363636365,0.5227272727272727,5.0,96,96
120,2c1e4d0b-c5d5-4d6d-9003-a166e77b3038,app,0.19583333333333333,0.6226190476190476,5.0,80,79
121,15ea5a7e-d0d4-4998-9004-0ac05133dc2a,app,0.5777777777777778,0.6944444444444445,5.0,68,67
122,af272f19-035e-4bc7-91c6-c4dd45be4573,app,0.25555555555555554,0.5333333333333333,4.0,62,62
123,82582848-b575-4f05-8c99-427cdf3452de,fee,-0.0625,0.6875,1.0,171,142
124,82582848-b575-4f05-8c99-427cdf3452de,N,0.25,1.0,1.0,171,27
125,9e1a177c-a792-436e-96b6-6d52487be6c2,N,0.0,0.0,1.0,73,72
126,20a1ee27-4d7a-4ade-b1bf-9b4238804362,N,0.39999999999999997,0.8,5.0,53,52
127,ab05cec0-9322-4a56-a2af-fbf2188da888,fee,0.8,0.75,5.0,200,35
128,ab05cec0-9322-4a56-a2af-fbf2188da888,N,0.4,0.9,5.0,200,44
129,ab05cec0-9322-4a56-a2af-fbf2188da888,trust,0.16666666666666666,0.2916666666666667,5.0,200,118
130,e83818a7-6ae1-4152-bccd-9359cd87cd4f,N,0.19166666666666668,0.34583333333333327,1.0,490,303
131,e83818a7-6ae1-4152-bccd-9359cd87cd4f,transaction,0.0,0.8333333333333333,1.0,490,159
132,189c2a99-ecfc-4b36-b78d-ff4cae4dc1ba,service,0.0,0.0,1.0,106,106
133,7955c6a4-0127-447d-b0ba-5752567ac464,app,0.37777777777777777,0.5444444444444444,5.0,52,52
134,1deda324-2740-43a4-ab02-ec7b764174f6,fee,0.05,1.0,3.0,467,108
135,1deda324-2740-43a4-ab02-ec7b764174f6,N,0.17785714285714285,0.3392857142857143,3.0,467,347
136,5652c384-8f78-4c76-b577-be06f28885d3,N,0.2,0.2,5.0,84,57
137,5652c384-8f78-4c76-b577-be06f28885d3,app,0.6166666666666667,0.7916666666666667,5.0,84,25
138,ce708564-94e8-4b53-a011-0a563e59303d,N,0.084375,0.421875,5.0,187,184
139,3cc0f164-d2b7-4b52-a9e3-a2c7352744bd,N,0.1113095238095238,0.5252976190476191,3.0,253,245
140,512b2e75-51e5-45d0-b45d-91d82002da07,fee,0.43333333333333335,0.8333333333333334,4.0,134,39
141,512b2e75-51e5-45d0-b45d-91d82002da07,N,0.0625,0.44999999999999996,4.0,134,93
